investor_id,Active_Months,Continuation_Status
INV003494,6,Consistent
INV003495,9,Consistent
INV003496,8,Consistent
INV003497,1,Dropped
INV003498,1,Dropped
INV003499,3,Dropped
INV003500,4,Dropped
INV003501,3,Dropped
INV003502,2,Dropped
INV003503,8,Consistent
INV003504,1,Dropped
INV003505,8,Consistent
INV003506,9,Consistent
INV003507,4,Dropped
INV003508,1,Dropped
INV003509,9,Consistent
INV003510,3,Dropped
INV003511,10,Consistent
INV003512,3,Dropped
INV003513,6,Consistent
INV003514,7,Consistent
INV003515,4,Dropped
INV003516,3,Dropped
INV003517,4,Dropped
INV003518,9,Consistent
INV003519,4,Dropped
INV003520,4,Dropped
INV003521,6,Consistent
INV003522,1,Dropped
INV003523,2,Dropped
INV003524,8,Consistent
INV003525,8,Consistent
INV003526,8,Consistent
INV003527,6,Consistent
INV003528,9,Consistent
INV003529,4,Dropped
INV003530,5,Dropped
INV003531,9,Consistent
INV003532,6,Consistent
INV003533,8,Consistent
INV003534,7,Consistent
INV003535,6,Consistent
INV003536,8,Consistent
INV003537,8,Consistent
INV003538,2,Dropped
INV003539,7,Consistent
INV003540,6,Consistent
INV003541,6,Consistent
INV003542,3,Dropped
INV003543,9,Consistent
INV003544,3,Dropped
INV003545,7,Consistent
INV003546,6,Consistent
INV003547,1,Dropped
INV003548,3,Dropped
INV003549,3,Dropped
INV003550,2,Dropped
INV003551,1,Dropped
INV003552,6,Consistent
INV003553,8,Consistent
INV003554,6,Consistent
INV003555,5,Dropped
INV003556,7,Consistent
INV003557,7,Consistent
INV003558,7,Consistent
INV003559,10,Consistent
INV003560,5,Dropped
INV003561,8,Consistent
INV003562,7,Consistent
INV003563,7,Consistent
INV003564,7,Consistent
INV003565,7,Consistent
INV003566,7,Consistent
INV003567,6,Consistent
INV003568,9,Consistent
INV003569,6,Consistent
INV003570,3,Dropped
INV003571,5,Dropped
INV003572,6,Consistent
INV003573,7,Consistent
INV003574,6,Consistent
INV003575,5,Dropped
INV003576,2,Dropped
INV003577,3,Dropped
INV003578,4,Dropped
INV003579,7,Consistent
INV003580,9,Consistent
INV003581,9,Consistent
INV003582,7,Consistent
INV003583,5,Dropped
INV003584,3,Dropped
INV003585,1,Dropped
INV003586,9,Consistent
INV003587,6,Consistent
INV003588,4,Dropped
INV003589,5,Dropped
INV003590,5,Dropped
INV003591,5,Dropped
INV003592,7,Consistent
INV003593,6,Consistent
INV003594,6,Consistent
INV003595,5,Dropped
INV003596,2,Dropped
INV003597,8,Consistent
INV003598,9,Consistent
INV003599,8,Consistent
INV003600,7,Consistent
INV003601,8,Consistent
INV003602,6,Consistent
INV003603,5,Dropped
INV003604,5,Dropped
INV003605,4,Dropped
INV003606,4,Dropped
INV003607,7,Consistent
INV003608,7,Consistent
INV003609,4,Dropped
INV003610,3,Dropped
INV003611,6,Consistent
INV003612,6,Consistent
INV003613,6,Consistent
INV003614,8,Consistent
INV003615,5,Dropped
INV003616,7,Consistent
INV003617,5,Dropped
INV003618,3,Dropped
INV003619,8,Consistent
INV003620,6,Consistent
INV003621,3,Dropped
INV003622,2,Dropped
INV003623,1,Dropped
INV003624,4,Dropped
INV003625,8,Consistent
INV003626,7,Consistent
INV003627,7,Consistent
INV003628,2,Dropped
INV003629,1,Dropped
INV003630,7,Consistent
INV003631,2,Dropped
INV003632,3,Dropped
INV003633,8,Consistent
INV003634,7,Consistent
INV003635,7,Consistent
INV003636,6,Consistent
INV003637,7,Consistent
INV003638,7,Consistent
INV003639,5,Dropped
INV003640,4,Dropped
INV003641,8,Consistent
INV003642,6,Consistent
INV003643,6,Consistent
INV003644,6,Consistent
INV003645,10,Consistent
INV003646,2,Dropped
INV003647,4,Dropped
INV003648,6,Consistent
INV003649,8,Consistent
INV003650,9,Consistent
INV003651,5,Dropped
INV003652,2,Dropped
INV003653,5,Dropped
INV003654,7,Consistent
INV003655,10,Consistent
INV003656,5,Dropped
INV003657,2,Dropped
INV003658,8,Consistent
INV003659,5,Dropped
INV003660,6,Consistent
INV003661,7,Consistent
INV003662,4,Dropped
INV003663,6,Consistent
INV003664,5,Dropped
INV003665,4,Dropped
INV003666,8,Consistent
INV003667,1,Dropped
INV003668,2,Dropped
INV003669,8,Consistent
INV003670,8,Consistent
INV003671,7,Consistent
INV003672,9,Consistent
INV003673,8,Consistent
INV003674,8,Consistent
INV003675,7,Consistent
INV003676,3,Dropped
INV003677,4,Dropped
INV003678,9,Consistent
INV003679,1,Dropped
INV003680,7,Consistent
INV003681,9,Consistent
INV003682,4,Dropped
INV003683,7,Consistent
INV003684,9,Consistent
INV003685,5,Dropped
INV003686,8,Consistent
INV003687,3,Dropped
INV003688,2,Dropped
INV003689,4,Dropped
INV003690,2,Dropped
INV003691,7,Consistent
INV003692,3,Dropped
INV003693,9,Consistent
INV003694,4,Dropped
INV003695,8,Consistent
INV003696,6,Consistent
INV003697,8,Consistent
INV003698,8,Consistent
INV003699,4,Dropped
INV003700,5,Dropped
INV003701,1,Dropped
INV003702,6,Consistent
INV003703,5,Dropped
INV003704,1,Dropped
INV003705,9,Consistent
INV003706,1,Dropped
INV003707,7,Consistent
INV003708,9,Consistent
INV003709,7,Consistent
INV003710,7,Consistent
INV003711,6,Consistent
INV003712,6,Consistent
INV003713,9,Consistent
INV003714,3,Dropped
INV003715,2,Dropped
INV003716,6,Consistent
INV003717,8,Consistent
INV003718,8,Consistent
INV003719,5,Dropped
INV003720,9,Consistent
INV003721,2,Dropped
INV003722,9,Consistent
INV003723,8,Consistent
INV003724,9,Consistent
INV003725,3,Dropped
INV003726,4,Dropped
INV003727,3,Dropped
INV003728,4,Dropped
INV003729,1,Dropped
INV003730,3,Dropped
INV003731,10,Consistent
INV003732,9,Consistent
INV003733,8,Consistent
INV003734,7,Consistent
INV003735,8,Consistent
INV003736,12,Consistent
INV003737,8,Consistent
INV003738,8,Consistent
INV003739,6,Consistent
INV003740,7,Consistent
INV003741,8,Consistent
INV003742,4,Dropped
INV003743,6,Consistent
INV003744,10,Consistent
INV003745,9,Consistent
INV003746,1,Dropped
INV003747,6,Consistent
INV003748,8,Consistent
INV003749,3,Dropped
INV003750,6,Consistent
INV003751,5,Dropped
INV003752,3,Dropped
INV003753,2,Dropped
INV003754,1,Dropped
INV003755,5,Dropped
INV003756,7,Consistent
INV003757,8,Consistent
INV003758,5,Dropped
INV003759,5,Dropped
INV003760,3,Dropped
INV003761,7,Consistent
INV003762,6,Consistent
INV003763,3,Dropped
INV003764,2,Dropped
INV003765,6,Consistent
INV003766,11,Consistent
INV003767,9,Consistent
INV003768,2,Dropped
INV003769,6,Consistent
INV003770,2,Dropped
INV003771,10,Consistent
INV003772,9,Consistent
INV003773,5,Dropped
INV003774,1,Dropped
INV003775,7,Consistent
INV003776,2,Dropped
INV003777,1,Dropped
INV003778,7,Consistent
INV003779,5,Dropped
INV003780,8,Consistent
INV003781,8,Consistent
INV003782,8,Consistent
INV003783,10,Consistent
INV003784,2,Dropped
INV003785,6,Consistent
INV003786,3,Dropped
INV003787,10,Consistent
INV003788,5,Dropped
INV003789,5,Dropped
INV003790,1,Dropped
INV003791,10,Consistent
INV003792,7,Consistent
INV003793,6,Consistent
INV003794,10,Consistent
INV003795,10,Consistent
INV003796,2,Dropped
INV003797,7,Consistent
INV003798,8,Consistent
INV003799,7,Consistent
INV003800,4,Dropped
INV003801,5,Dropped
INV003802,1,Dropped
INV003803,6,Consistent
INV003804,4,Dropped
INV003805,4,Dropped
INV003806,7,Consistent
INV003807,2,Dropped
INV003808,6,Consistent
INV003809,6,Consistent
INV003810,6,Consistent
INV003811,9,Consistent
INV003812,8,Consistent
INV003813,8,Consistent
INV003814,2,Dropped
INV003815,10,Consistent
INV003816,3,Dropped
INV003817,5,Dropped
INV003818,3,Dropped
INV003819,4,Dropped
INV003820,5,Dropped
INV003821,6,Consistent
INV003822,8,Consistent
INV003823,5,Dropped
INV003824,7,Consistent
INV003825,8,Consistent
INV003826,3,Dropped
INV003827,1,Dropped
INV003828,6,Consistent
INV003829,9,Consistent
INV003830,7,Consistent
INV003831,1,Dropped
INV003832,7,Consistent
INV003833,5,Dropped
INV003834,6,Consistent
INV003835,6,Consistent
INV003836,6,Consistent
INV003837,2,Dropped
INV003838,3,Dropped
INV003839,2,Dropped
INV003840,3,Dropped
INV003841,2,Dropped
INV003842,3,Dropped
INV003843,1,Dropped
INV003844,7,Consistent
INV003845,4,Dropped
INV003846,6,Consistent
INV003847,11,Consistent
INV003848,6,Consistent
INV003849,7,Consistent
INV003850,1,Dropped
INV003851,9,Consistent
INV003852,3,Dropped
INV003853,6,Consistent
INV003854,5,Dropped
INV003855,6,Consistent
INV003856,3,Dropped
INV003857,6,Consistent
INV003858,5,Dropped
INV003859,5,Dropped
INV003860,9,Consistent
INV003861,1,Dropped
INV003862,6,Consistent
INV003863,2,Dropped
INV003864,4,Dropped
INV003865,7,Consistent
INV003866,2,Dropped
INV003867,4,Dropped
INV003868,8,Consistent
INV003869,4,Dropped
INV003870,5,Dropped
INV003871,4,Dropped
INV003872,9,Consistent
INV003873,4,Dropped
INV003874,8,Consistent
INV003875,1,Dropped
INV003876,9,Consistent
INV003877,6,Consistent
INV003878,3,Dropped
INV003879,2,Dropped
INV003880,6,Consistent
INV003881,1,Dropped
INV003882,5,Dropped
INV003883,6,Consistent
INV003884,4,Dropped
INV003885,5,Dropped
INV003886,1,Dropped
INV003887,5,Dropped
INV003888,9,Consistent
INV003889,4,Dropped
INV003890,2,Dropped
INV003891,5,Dropped
INV003892,10,Consistent
INV003893,3,Dropped
INV003894,9,Consistent
INV003895,2,Dropped
INV003896,6,Consistent
INV003897,5,Dropped
INV003898,4,Dropped
INV003899,7,Consistent
INV003900,3,Dropped
INV003901,7,Consistent
INV003902,9,Consistent
INV003903,7,Consistent
INV003904,4,Dropped
INV003905,7,Consistent
INV003906,7,Consistent
INV003907,7,Consistent
INV003908,7,Consistent
INV003909,8,Consistent
INV003910,7,Consistent
INV003911,7,Consistent
INV003912,7,Consistent
INV003913,7,Consistent
INV003914,2,Dropped
INV003915,2,Dropped
INV003916,7,Consistent
INV003917,2,Dropped
INV003918,9,Consistent
INV003919,4,Dropped
INV003920,8,Consistent
INV003921,2,Dropped
INV003922,2,Dropped
INV003923,2,Dropped
INV003924,2,Dropped
INV003925,6,Consistent
INV003926,6,Consistent
INV003927,2,Dropped
INV003928,3,Dropped
INV003929,3,Dropped
INV003930,1,Dropped
INV003931,4,Dropped
INV003932,4,Dropped
INV003933,1,Dropped
INV003934,4,Dropped
INV003935,2,Dropped
INV003936,8,Consistent
INV003937,4,Dropped
INV003938,7,Consistent
INV003939,2,Dropped
INV003940,9,Consistent
INV003941,4,Dropped
INV003942,7,Consistent
INV003943,9,Consistent
INV003944,2,Dropped
INV003945,8,Consistent
INV003946,6,Consistent
INV003947,6,Consistent
INV003948,8,Consistent
INV003949,3,Dropped
INV003950,4,Dropped
INV003951,6,Consistent
INV003952,9,Consistent
INV003953,3,Dropped
INV003954,5,Dropped
INV003955,5,Dropped
INV003956,5,Dropped
INV003957,10,Consistent
INV003958,10,Consistent
INV003959,2,Dropped
INV003960,5,Dropped
INV003961,9,Consistent
INV003962,8,Consistent
INV003963,4,Dropped
INV003964,7,Consistent
INV003965,1,Dropped
INV003966,4,Dropped
INV003967,6,Consistent
INV003968,7,Consistent
INV003969,2,Dropped
INV003970,9,Consistent
INV003971,4,Dropped
INV003972,8,Consistent
INV003973,8,Consistent
INV003974,9,Consistent
INV003975,9,Consistent
INV003976,5,Dropped
INV003977,8,Consistent
INV003978,7,Consistent
INV003979,9,Consistent
INV003980,4,Dropped
INV003981,8,Consistent
INV003982,6,Consistent
INV003983,4,Dropped
INV003984,3,Dropped
INV003985,6,Consistent
INV003986,6,Consistent
INV003987,8,Consistent
INV003988,2,Dropped
INV003989,8,Consistent
INV003990,3,Dropped
INV003991,2,Dropped
INV003992,5,Dropped
INV003993,5,Dropped
INV003994,1,Dropped
INV003995,5,Dropped
INV003996,7,Consistent
INV003997,7,Consistent
INV003998,4,Dropped
INV003999,2,Dropped
INV004000,1,Dropped
INV004001,7,Consistent
INV004002,4,Dropped
INV004003,6,Consistent
INV004004,7,Consistent
INV004005,8,Consistent
INV004006,6,Consistent
INV004007,7,Consistent
INV004008,3,Dropped
INV004009,8,Consistent
INV004010,1,Dropped
INV004011,7,Consistent
INV004012,5,Dropped
INV004013,1,Dropped
INV004014,8,Consistent
INV004015,8,Consistent
INV004016,4,Dropped
INV004017,8,Consistent
INV004018,5,Dropped
INV004019,7,Consistent
INV004020,1,Dropped
INV004021,1,Dropped
INV004022,3,Dropped
INV004023,8,Consistent
INV004024,8,Consistent
INV004025,4,Dropped
INV004026,6,Consistent
INV004027,3,Dropped
INV004028,7,Consistent
INV004029,1,Dropped
INV004030,7,Consistent
INV004031,2,Dropped
INV004032,6,Consistent
INV004033,8,Consistent
INV004034,2,Dropped
INV004035,4,Dropped
INV004036,6,Consistent
INV004037,6,Consistent
INV004038,12,Consistent
INV004039,2,Dropped
INV004040,6,Consistent
INV004041,4,Dropped
INV004042,3,Dropped
INV004043,5,Dropped
INV004044,5,Dropped
INV004045,4,Dropped
INV004046,3,Dropped
INV004047,2,Dropped
INV004048,2,Dropped
INV004049,7,Consistent
INV004050,6,Consistent
INV004051,9,Consistent
INV004052,6,Consistent
INV004053,2,Dropped
INV004054,4,Dropped
INV004055,1,Dropped
INV004056,4,Dropped
INV004057,2,Dropped
INV004058,6,Consistent
INV004059,3,Dropped
INV004060,2,Dropped
INV004061,4,Dropped
INV004062,3,Dropped
INV004063,8,Consistent
INV004064,10,Consistent
INV004065,4,Dropped
INV004066,6,Consistent
INV004067,6,Consistent
INV004068,3,Dropped
INV004069,7,Consistent
INV004070,9,Consistent
INV004071,6,Consistent
INV004072,2,Dropped
INV004073,6,Consistent
INV004074,3,Dropped
INV004075,6,Consistent
INV004076,4,Dropped
INV004077,4,Dropped
INV004078,6,Consistent
INV004079,7,Consistent
INV004080,8,Consistent
INV004081,4,Dropped
INV004082,3,Dropped
INV004083,1,Dropped
INV004084,5,Dropped
INV004085,7,Consistent
INV004086,2,Dropped
INV004087,4,Dropped
INV004088,3,Dropped
INV004089,6,Consistent
INV004090,4,Dropped
INV004091,8,Consistent
INV004092,2,Dropped
INV004093,1,Dropped
INV004094,6,Consistent
INV004095,3,Dropped
INV004096,7,Consistent
INV004097,4,Dropped
INV004098,7,Consistent
INV004099,6,Consistent
INV004100,9,Consistent
INV004101,3,Dropped
INV004102,6,Consistent
INV004103,3,Dropped
INV004104,6,Consistent
INV004105,4,Dropped
INV004106,5,Dropped
INV004107,2,Dropped
INV004108,6,Consistent
INV004109,6,Consistent
INV004110,5,Dropped
INV004111,3,Dropped
INV004112,8,Consistent
INV004113,2,Dropped
INV004114,5,Dropped
INV004115,4,Dropped
INV004116,8,Consistent
INV004117,4,Dropped
INV004118,8,Consistent
INV004119,7,Consistent
INV004120,4,Dropped
INV004121,4,Dropped
INV004122,2,Dropped
INV004123,6,Consistent
INV004124,7,Consistent
INV004125,8,Consistent
INV004126,2,Dropped
INV004127,6,Consistent
INV004128,10,Consistent
INV004129,2,Dropped
INV004130,6,Consistent
INV004131,6,Consistent
INV004132,4,Dropped
INV004133,5,Dropped
INV004134,6,Consistent
INV004135,9,Consistent
INV004136,1,Dropped
INV004137,7,Consistent
INV004138,7,Consistent
INV004139,4,Dropped
INV004140,6,Consistent
INV004141,1,Dropped
INV004142,8,Consistent
INV004143,7,Consistent
INV004144,2,Dropped
INV004145,8,Consistent
INV004146,9,Consistent
INV004147,6,Consistent
INV004148,9,Consistent
INV004149,6,Consistent
INV004150,3,Dropped
INV004151,11,Consistent
INV004152,7,Consistent
INV004153,8,Consistent
INV004154,10,Consistent
INV004155,1,Dropped
INV004156,1,Dropped
INV004157,3,Dropped
INV004158,1,Dropped
INV004159,4,Dropped
INV004160,5,Dropped
INV004161,5,Dropped
INV004162,5,Dropped
INV004163,5,Dropped
INV004164,3,Dropped
INV004165,6,Consistent
INV004166,4,Dropped
INV004167,3,Dropped
INV004168,3,Dropped
INV004169,5,Dropped
INV004170,1,Dropped
INV004171,3,Dropped
INV004172,7,Consistent
INV004173,6,Consistent
INV004174,6,Consistent
INV004175,7,Consistent
INV004176,2,Dropped
INV004177,6,Consistent
INV004178,4,Dropped
INV004179,6,Consistent
INV004180,2,Dropped
INV004181,5,Dropped
INV004182,3,Dropped
INV004183,3,Dropped
INV004184,6,Consistent
INV004185,5,Dropped
INV004186,2,Dropped
INV004187,3,Dropped
INV004188,2,Dropped
INV004189,3,Dropped
INV004190,5,Dropped
INV004191,8,Consistent
INV004192,1,Dropped
INV004193,4,Dropped
INV004194,2,Dropped
INV004195,4,Dropped
INV004196,8,Consistent
INV004197,4,Dropped
INV004198,2,Dropped
INV004199,5,Dropped
INV004200,3,Dropped
INV004201,6,Consistent
INV004202,7,Consistent
INV004203,9,Consistent
INV004204,6,Consistent
INV004205,5,Dropped
INV004206,2,Dropped
INV004207,4,Dropped
INV004208,6,Consistent
INV004209,2,Dropped
INV004210,6,Consistent
INV004211,3,Dropped
INV004212,8,Consistent
INV004213,2,Dropped
INV004214,2,Dropped
INV004215,2,Dropped
INV004216,7,Consistent
INV004217,3,Dropped
INV004218,1,Dropped
INV004219,1,Dropped
INV004220,4,Dropped
INV004221,2,Dropped
INV004222,4,Dropped
INV004223,8,Consistent
INV004224,6,Consistent
INV004225,6,Consistent
INV004226,9,Consistent
INV004227,2,Dropped
INV004228,8,Consistent
INV004229,3,Dropped
INV004230,8,Consistent
INV004231,8,Consistent
INV004232,9,Consistent
INV004233,6,Consistent
INV004234,2,Dropped
INV004235,2,Dropped
INV004236,3,Dropped
INV004237,8,Consistent
INV004238,4,Dropped
INV004239,6,Consistent
INV004240,5,Dropped
INV004241,9,Consistent
INV004242,2,Dropped
INV004243,11,Consistent
INV004244,5,Dropped
INV004245,1,Dropped
INV004246,10,Consistent
INV004247,7,Consistent
INV004248,7,Consistent
INV004249,3,Dropped
INV004250,5,Dropped
INV004251,1,Dropped
INV004252,6,Consistent
INV004253,4,Dropped
INV004254,5,Dropped
INV004255,2,Dropped
INV004256,4,Dropped
INV004257,6,Consistent
INV004258,9,Consistent
INV004259,4,Dropped
INV004260,2,Dropped
INV004261,5,Dropped
INV004262,6,Consistent
INV004263,6,Consistent
INV004264,6,Consistent
INV004265,7,Consistent
INV004266,9,Consistent
INV004267,8,Consistent
INV004268,6,Consistent
INV004269,2,Dropped
INV004270,9,Consistent
INV004271,10,Consistent
INV004272,6,Consistent
INV004273,5,Dropped
INV004274,10,Consistent
INV004275,2,Dropped
INV004276,7,Consistent
INV004277,5,Dropped
INV004278,8,Consistent
INV004279,10,Consistent
INV004280,5,Dropped
INV004281,8,Consistent
INV004282,10,Consistent
INV004283,8,Consistent
INV004284,3,Dropped
INV004285,7,Consistent
INV004286,2,Dropped
INV004287,6,Consistent
INV004288,8,Consistent
INV004289,9,Consistent
INV004290,8,Consistent
INV004291,4,Dropped
INV004292,1,Dropped
INV004293,6,Consistent
INV004294,8,Consistent
INV004295,8,Consistent
INV004296,7,Consistent
INV004297,8,Consistent
INV004298,5,Dropped
INV004299,7,Consistent
INV004300,4,Dropped
INV004301,3,Dropped
INV004302,5,Dropped
INV004303,5,Dropped
INV004304,5,Dropped
INV004305,4,Dropped
INV004306,8,Consistent
INV004307,4,Dropped
INV004308,8,Consistent
INV004309,1,Dropped
INV004310,6,Consistent
INV004311,5,Dropped
INV004312,2,Dropped
INV004313,4,Dropped
INV004314,7,Consistent
INV004315,2,Dropped
INV004316,7,Consistent
INV004317,2,Dropped
INV004318,7,Consistent
INV004319,10,Consistent
INV004320,5,Dropped
INV004321,10,Consistent
INV004322,6,Consistent
INV004323,1,Dropped
INV004324,10,Consistent
INV004325,2,Dropped
INV004326,8,Consistent
INV004327,1,Dropped
INV004328,3,Dropped
INV004329,5,Dropped
INV004330,4,Dropped
INV004331,2,Dropped
INV004332,9,Consistent
INV004333,4,Dropped
INV004334,5,Dropped
INV004335,9,Consistent
INV004336,7,Consistent
INV004337,6,Consistent
INV004338,8,Consistent
INV004339,9,Consistent
INV004340,6,Consistent
INV004341,7,Consistent
INV004342,6,Consistent
INV004343,9,Consistent
INV004344,4,Dropped
INV004345,8,Consistent
INV004346,5,Dropped
INV004347,8,Consistent
INV004348,8,Consistent
INV004349,8,Consistent
INV004350,4,Dropped
INV004351,3,Dropped
INV004352,6,Consistent
INV004353,7,Consistent
INV004354,5,Dropped
INV004355,2,Dropped
INV004356,6,Consistent
INV004357,6,Consistent
INV004358,8,Consistent
INV004359,5,Dropped
INV004360,8,Consistent
INV004361,9,Consistent
INV004362,9,Consistent
INV004363,7,Consistent
INV004364,5,Dropped
INV004365,11,Consistent
INV004366,6,Consistent
INV004367,4,Dropped
INV004368,5,Dropped
INV004369,6,Consistent
INV004370,3,Dropped
INV004371,4,Dropped
INV004372,7,Consistent
INV004373,1,Dropped
INV004374,9,Consistent
INV004375,6,Consistent
INV004376,8,Consistent
INV004377,4,Dropped
INV004378,7,Consistent
INV004379,7,Consistent
INV004380,5,Dropped
INV004381,6,Consistent
INV004382,2,Dropped
INV004383,1,Dropped
INV004384,7,Consistent
INV004385,1,Dropped
INV004386,3,Dropped
INV004387,4,Dropped
INV004388,8,Consistent
INV004389,2,Dropped
INV004390,4,Dropped
INV004391,5,Dropped
INV004392,8,Consistent
INV004393,5,Dropped
INV004394,4,Dropped
INV004395,2,Dropped
INV004396,1,Dropped
INV004397,1,Dropped
INV004398,5,Dropped
INV004399,3,Dropped
INV004400,7,Consistent
INV004401,7,Consistent
INV004402,3,Dropped
INV004403,8,Consistent
INV004404,4,Dropped
INV004405,1,Dropped
INV004406,3,Dropped
INV004407,5,Dropped
INV004408,7,Consistent
INV004409,1,Dropped
INV004410,9,Consistent
INV004411,7,Consistent
INV004412,6,Consistent
INV004413,9,Consistent
INV004414,7,Consistent
INV004415,3,Dropped
INV004416,1,Dropped
INV004417,3,Dropped
INV004418,5,Dropped
INV004419,3,Dropped
INV004420,5,Dropped
INV004421,7,Consistent
INV004422,2,Dropped
INV004423,2,Dropped
INV004424,2,Dropped
INV004425,4,Dropped
INV004426,4,Dropped
INV004427,8,Consistent
INV004428,10,Consistent
INV004429,1,Dropped
INV004430,2,Dropped
INV004431,1,Dropped
INV004432,3,Dropped
INV004433,2,Dropped
INV004434,8,Consistent
INV004435,4,Dropped
INV004436,8,Consistent
INV004437,6,Consistent
INV004438,2,Dropped
INV004439,6,Consistent
INV004440,3,Dropped
INV004441,4,Dropped
INV004442,9,Consistent
INV004443,7,Consistent
INV004444,3,Dropped
INV004445,6,Consistent
INV004446,8,Consistent
INV004447,7,Consistent
INV004448,6,Consistent
INV004449,3,Dropped
INV004450,9,Consistent
INV004451,7,Consistent
INV004452,8,Consistent
INV004453,4,Dropped
INV004454,10,Consistent
INV004455,9,Consistent
INV004456,2,Dropped
INV004457,9,Consistent
INV004458,4,Dropped
INV004459,9,Consistent
INV004460,8,Consistent
INV004461,7,Consistent
INV004462,3,Dropped
INV004463,9,Consistent
INV004464,7,Consistent
INV004465,8,Consistent
INV004466,8,Consistent
INV004467,4,Dropped
INV004468,8,Consistent
INV004469,3,Dropped
INV004470,1,Dropped
INV004471,4,Dropped
INV004472,9,Consistent
INV004473,8,Consistent
INV004474,6,Consistent
INV004475,8,Consistent
INV004476,7,Consistent
INV004477,7,Consistent
INV004478,3,Dropped
INV004479,5,Dropped
INV004480,1,Dropped
INV004481,7,Consistent
INV004482,6,Consistent
INV004483,5,Dropped
INV004484,6,Consistent
INV004485,4,Dropped
INV004486,6,Consistent
INV004487,4,Dropped
INV004488,4,Dropped
INV004489,3,Dropped
INV004490,5,Dropped
INV004491,5,Dropped
INV004492,7,Consistent
INV004493,9,Consistent
INV004494,3,Dropped
INV004495,8,Consistent
INV004496,9,Consistent
INV004497,7,Consistent
INV004498,6,Consistent
INV004499,1,Dropped
INV004500,5,Dropped
INV004501,1,Dropped
INV004502,10,Consistent
INV004503,2,Dropped
INV004504,8,Consistent
INV004505,9,Consistent
INV004506,5,Dropped
INV004507,1,Dropped
INV004508,7,Consistent
INV004509,6,Consistent
INV004510,6,Consistent
INV004511,6,Consistent
INV004512,1,Dropped
INV004513,8,Consistent
INV004514,5,Dropped
INV004515,6,Consistent
INV004516,4,Dropped
INV004517,7,Consistent
INV004518,6,Consistent
INV004519,5,Dropped
INV004520,5,Dropped
INV004521,8,Consistent
INV004522,6,Consistent
INV004523,9,Consistent
INV004524,4,Dropped
INV004525,4,Dropped
INV004526,5,Dropped
INV004527,6,Consistent
INV004528,5,Dropped
INV004529,7,Consistent
INV004530,4,Dropped
INV004531,6,Consistent
INV004532,2,Dropped
INV004533,7,Consistent
INV004534,7,Consistent
INV004535,2,Dropped
INV004536,2,Dropped
INV004537,4,Dropped
INV004538,1,Dropped
INV004539,3,Dropped
INV004540,8,Consistent
INV004541,1,Dropped
INV004542,8,Consistent
INV004543,3,Dropped
INV004544,5,Dropped
INV004545,6,Consistent
INV004546,4,Dropped
INV004547,6,Consistent
INV004548,5,Dropped
INV004549,5,Dropped
INV004550,1,Dropped
INV004551,6,Consistent
INV004552,2,Dropped
INV004553,6,Consistent
INV004554,3,Dropped
INV004555,8,Consistent
INV004556,2,Dropped
INV004557,5,Dropped
INV004558,2,Dropped
INV004559,3,Dropped
INV004560,9,Consistent
INV004561,2,Dropped
INV004562,7,Consistent
INV004563,8,Consistent
INV004564,2,Dropped
INV004565,6,Consistent
INV004566,5,Dropped
INV004567,5,Dropped
INV004568,4,Dropped
INV004569,3,Dropped
INV004570,3,Dropped
INV004571,1,Dropped
INV004572,1,Dropped
INV004573,4,Dropped
INV004574,9,Consistent
INV004575,3,Dropped
INV004576,6,Consistent
INV004577,1,Dropped
INV004578,5,Dropped
INV004579,8,Consistent
INV004580,1,Dropped
INV004581,8,Consistent
INV004582,7,Consistent
INV004583,7,Consistent
INV004584,5,Dropped
INV004585,5,Dropped
INV004586,2,Dropped
INV004587,6,Consistent
INV004588,3,Dropped
INV004589,7,Consistent
INV004590,2,Dropped
INV004591,6,Consistent
INV004592,7,Consistent
INV004593,8,Consistent
INV004594,8,Consistent
INV004595,6,Consistent
INV004596,5,Dropped
INV004597,1,Dropped
INV004598,9,Consistent
INV004599,2,Dropped
INV004600,9,Consistent
INV004601,3,Dropped
INV004602,9,Consistent
INV004603,1,Dropped
INV004604,4,Dropped
INV004605,8,Consistent
INV004606,8,Consistent
INV004607,7,Consistent
INV004608,9,Consistent
INV004609,5,Dropped
INV004610,3,Dropped
INV004611,7,Consistent
INV004612,2,Dropped
INV004613,1,Dropped
INV004614,7,Consistent
INV004615,2,Dropped
INV004616,7,Consistent
INV004617,10,Consistent
INV004618,2,Dropped
INV004619,8,Consistent
INV004620,2,Dropped
INV004621,8,Consistent
INV004622,4,Dropped
INV004623,6,Consistent
INV004624,1,Dropped
INV004625,10,Consistent
INV004626,4,Dropped
INV004627,7,Consistent
INV004628,1,Dropped
INV004629,7,Consistent
INV004630,10,Consistent
INV004631,10,Consistent
INV004632,5,Dropped
INV004633,9,Consistent
INV004634,5,Dropped
INV004635,5,Dropped
INV004636,8,Consistent
INV004637,4,Dropped
INV004638,9,Consistent
INV004639,7,Consistent
INV004640,6,Consistent
INV004641,7,Consistent
INV004642,4,Dropped
INV004643,8,Consistent
INV004644,4,Dropped
INV004645,3,Dropped
INV004646,6,Consistent
INV004647,6,Consistent
INV004648,4,Dropped
INV004649,4,Dropped
INV004650,6,Consistent
INV004651,7,Consistent
INV004652,3,Dropped
INV004653,7,Consistent
INV004654,8,Consistent
INV004655,6,Consistent
INV004656,6,Consistent
INV004657,3,Dropped
INV004658,1,Dropped
